,word,len,freq,pron,phlen,orthsyl,ortho,phono
1081,alevels,7,8,eIlEvlz,7,A--lev-els,True,True
1082,alexandrine,11,9,{lIgz{ndraIn,12,al-ex-an-drine,True,True
1083,alfalfa,7,13,{lf{lf@,7,al-fal-fa,True,True
1084,alfresco,8,3,{lfrEsk@U,9,al-fres-co,True,True
1085,algae,5,49,{ldZi,5,al-gae,True,True
1086,algebra,7,36,{ldZIbr@,8,al-ge-bra,True,True
1087,algebraic,9,10,{ldZIbreIIk,11,al-ge-bra-ic,True,True
1088,algebraical,11,1,{ldZIbreIIkl,12,al-ge-bra-i-cal,True,True
1089,algeria,7,123,{ldZI@rI@,9,Al-ge-ri-a,True,True
1090,algerian,8,37,{ldZI@rI@n,10,Al-ge-ri-an,True,True
1091,algerians,9,15,{ldZI@rI@nz,11,Al-ge-ri-ans,True,True
1092,algorithmic,11,1,{lg@rIDmIk,10,al-go-rith-mic,True,True
1094,aliases,7,4,eIlI@sIz,8,a-li-as-es,True,True
1095,alibi,5,62,{lIbaI,6,al-i-bi,True,True
1096,alibis,6,8,{lIbaIz,7,al-i-bis,True,True
1097,alice,5,290,{lIs,4,Al-ice,True,True
1098,alien,5,303,eIltS@n,7,al-ien,True,True
1099,alienate,8,16,eIltS@neIt,10,al-ien-ate,True,True
1100,alienated,9,105,eIltS@neItId,12,al-ien-at-ed,True,True
1101,alienates,9,6,eIltS@neIts,11,al-ien-ates,True,True
1102,alienating,10,24,eIltS@neItIN,12,al-ien-at-ing,True,True
1103,alienation,10,142,eIltS@neISn,11,al-ien-a-tion,True,True
1105,aliens,6,65,eIltS@nz,8,a-li-ens,True,True
1106,alight,6,70,@laIt,5,a-light,True,True
1107,alighted,8,15,@laItId,7,a-light-ed,True,True
1108,alighting,9,11,@laItIN,7,a-light-ing,True,True
1109,alights,7,3,@laIts,6,a-lights,True,True
1110,align,5,12,@laIn,5,a-lign,True,True
1112,aligning,8,6,@laInIN,7,a-lign-ing,True,True
1113,alignment,9,43,@laInm@nt,9,a-lign-ment,True,True
1114,alignments,10,14,@laInm@nts,10,a-lign-ments,True,True
1115,aligns,6,1,@laInz,6,a-ligns,True,True
1116,alike,5,344,@laIk,5,a-like,True,True
1117,aliment,7,1,{lIm@nt,7,al-i-ment,True,True
1118,alimentary,10,3,{lImEnt@rI,10,al-i-men-ta-ry,True,True
1119,alimony,7,14,{lIm@nI,7,al-i-mo-ny,True,True
1120,alive,5,1135,@laIv,5,a-live,True,True
1121,alkali,6,15,{lk@laI,7,al-ka-li,True,True
1122,alkaline,8,22,{lk@laIn,8,al-ka-line,True,True
1123,alkalis,7,2,{lk@laIz,8,al-ka-lis,True,True
1124,all,3,64395,$l,2,all,True,True
1125,allah,5,102,{l@,3,Al-lah,True,True
1126,allay,5,28,@leI,4,al-lay,True,True
1127,allayed,7,5,@leId,5,al-layed,True,True
1128,allaying,8,4,@leIIN,6,al-lay-ing,True,True
1129,allays,6,1,@leIz,5,al-lays,True,True
1130,allday,6,11,$ldeI,5,all--day,True,True
1131,allegation,10,40,{lIgeISn,8,al-le-ga-tion,True,True
1132,allegations,11,111,{lIgeISnz,9,al-le-ga-tions,True,True
1133,allege,6,12,@lEdZ,5,al-lege,True,True
1134,alleged,7,275,@lEdZd,6,al-leged,True,True
1135,allegedly,9,88,@lEdZIdlI,9,al-leg-ed-ly,True,True
1136,alleges,7,7,@lEdZIz,7,al-leg-es,True,True
1137,allegiance,10,127,@lidZ@ns,8,al-le-giance,True,True
1138,allegiances,11,20,@lidZ@nsIz,10,al-le-gianc-es,True,True
1139,alleging,8,17,@lEdZIN,7,al-leg-ing,True,True
1140,allegorical,11,18,{lIgQrIkl,9,al-le-gor-i-cal,True,True
1141,allegorically,13,3,{lIgQrIk@lI,11,al-le-gor-i-cal-ly,True,True
1142,allegories,10,4,{lIg@rIz,8,al-le-go-ries,True,True
1143,allegory,8,22,{lIg@rI,7,al-le-go-ry,True,True
1144,allegretto,10,1,{lIgrEt@U,9,al-le-gret-to,True,True
1147,allergies,9,20,{l@dZIz,7,al-ler-gies,True,True
1148,allergy,7,48,{l@dZI,6,al-ler-gy,True,True
1149,alleviate,9,52,@livIeIt,8,al-le-vi-ate,True,True
1150,alleviated,10,15,@livIeItId,10,al-le-vi-at-ed,True,True
1151,alleviates,10,2,@livIeIts,9,al-le-vi-ates,True,True
1152,alleviating,11,13,@livIeItIN,10,al-le-vi-at-ing,True,True
1153,alleviation,11,17,@livIeISn,9,al-le-vi-a-tion,True,True
1154,alley,5,165,{lI,3,al-ley,True,True
1155,alleys,6,56,{lIz,4,al-leys,True,True
1156,alleyway,8,9,{lIweI,6,al-ley-way,True,True
1157,alleyways,9,10,{lIweIz,7,al-ley-ways,True,True
1158,alliance,8,440,@laI@ns,7,al-li-ance,True,True
1159,alliances,9,51,@laI@nsIz,9,al-li-anc-es,True,True
1160,allied,6,486,@laId,5,al-lied,True,True
1161,allies,6,363,@laIz,5,al-lies,True,True
1162,alligator,9,24,{lIgeIt@r,9,al-li-ga-tor,True,True
1163,alligators,10,4,{lIgeIt@z,9,al-li-ga-tors,True,True
1164,allin,5,4,$lIn,4,all--in,True,True
1165,alliterative,12,1,@lIt@r@tIv,10,al-lit-er-a-tive,True,True
1166,allnight,8,25,$lnaIt,6,all--night,True,True
1167,allocate,8,36,{l@UkeIt,8,al-lo-cate,True,True
1169,allocates,9,3,{l@UkeIts,9,al-lo-cates,True,True
1170,allocating,10,11,{l@UkeItIN,10,al-lo-cat-ing,True,True
1171,allocation,10,97,{l@UkeISn,9,al-lo-ca-tion,True,True
1172,allocations,11,20,{l@UkeISnz,10,al-lo-ca-tions,True,True
1174,allotment,9,20,@lQtm@nt,8,al-lot-ment,True,True
1175,allotments,10,17,@lQtm@nts,9,al-lot-ments,True,True
1176,allots,6,1,@lQts,5,al-lots,True,True
1177,allotted,8,85,@lQtId,6,al-lot-ted,True,True
1178,allotting,9,3,@lQtIN,6,al-lot-ting,True,True
1179,allout,6,51,$laUt,5,all--out,True,True
1180,allow,5,1572,@laU,4,al-low,True,True
1181,allowable,9,20,@laU@bl,7,al-low-a-ble,True,True
1182,allowance,9,321,@laU@ns,7,al-low-ance,True,True
1183,allowances,10,209,@laU@nsIz,9,al-low-anc-es,True,True
1184,allowed,7,2370,@laUd,5,al-lowed,True,True
1185,allowing,8,437,@laUIN,6,al-low-ing,True,True
1186,allows,6,365,@laUz,5,al-lows,True,True
1187,alloy,5,24,{lOI,4,al-loy,True,True
1188,alloying,8,1,@lOIIN,6,al-loy-ing,True,True
1189,alloys,6,15,{lOIz,5,al-loys,True,True
1190,allpowerful,11,21,$lpaU@fUl,9,all--pow-er-ful,True,True
1191,allpurpose,10,23,$lpOIp@s,8,all--pur-pose,True,True
1192,allround,8,26,$lraUnd,7,all--round,True,True
1193,allrounder,10,11,$lraUnd@r,9,all--round-er,True,True
1195,allstar,7,2,OlstAr,6,all--star,True,True
1196,alltime,7,28,$ltaIm,6,all--time,True,True
1198,allurement,10,1,@ltSU@m@nt,10,al-lure-ment,True,True
1199,allures,7,1,@ltSU@z,7,al-lures,True,True
1200,alluring,8,26,@ltSU@rIN,9,al-lur-ing,True,True
1201,allusion,8,19,@luZn,5,al-lu-sion,True,True
1202,allusions,9,21,@luZnz,6,al-lu-sions,True,True
1203,allusive,8,5,@lusIv,6,al-lu-sive,True,True
1204,alluvial,8,5,@luvtS@l,8,al-lu-vi-al,True,True
1205,alluvium,8,4,@luvtS@m,8,al-lu-vi-um,True,True
1206,ally,4,124,@laI,4,al-ly,True,True
1207,allying,7,6,@laIIN,6,al-ly-ing,True,True
1208,almanac,7,14,$lm@n{k,7,al-ma-nac,True,True
1209,almanacs,8,3,$lm@n{ks,8,al-ma-nacs,True,True
1210,almighty,8,92,$lmaItI,7,Al-might-y,True,True
1211,almond,6,24,Am@nd,5,al-mond,True,True
1212,almonds,7,42,Am@ndz,6,al-monds,True,True
1213,almoner,7,3,Am@n@r,6,al-mon-er,True,True
1214,almoners,8,2,Am@n@z,6,al-mo-ners,True,True
1215,almost,6,8426,$lm@Ust,7,al-most,True,True
1216,alms,4,13,Amz,3,alms,True,True
1217,almshouses,10,1,AmzhaUzIz,9,alms--hous-es,True,True
1218,aloes,5,5,{l@Uz,5,al-oes,True,True
1219,aloft,5,54,@lQft,5,a-loft,True,True
1221,along,5,5267,@lQN,4,a-long,True,True
1222,alongside,9,351,@lQNsaId,8,a-long-side,True,True
1223,aloof,5,68,@luf,4,a-loof,True,True
1224,aloofly,7,1,@luflI,6,a-loof-ly,True,True
1225,aloofness,9,19,@lufnIs,7,a-loof-ness,True,True
1226,aloud,5,328,@laUd,5,a-loud,True,True
1227,alp,3,4,{lp,3,alp,True,True
1228,alpaca,6,6,{lp{k@,6,al-pac-a,True,True
1229,alpha,5,55,{lf@,4,al-pha,True,True
1230,alphabet,8,55,{lf@bEt,7,al-pha-bet,True,True
1231,alphabetic,10,2,{lf@bEtIk,9,al-pha-bet-ic,True,True
1232,alphabetical,12,16,{lf@bEtIkl,10,al-pha-bet-i-cal,True,True
1233,alphabets,9,1,{lf@bEts,8,al-pha-bets,True,True
1235,alpine,6,51,{lpaIn,6,al-pine,True,True
1236,alpinist,8,5,{lpInIst,8,al-pin-ist,True,True
1237,alpinists,9,2,{lpInIsts,9,al-pin-ists,True,True
1238,alps,4,71,{lps,4,alps,True,True
1239,already,7,6501,$lrEdI,6,al-read-y,True,True
1240,alright,7,245,$lraIt,6,al-right,True,True
1241,alsace,6,10,{ls{s,5,Al-sace,True,True
1242,alsatian,8,18,{lseISn,7,Al-sa-tian,True,True
1243,alsatians,9,1,{lseISnz,8,Al-sa-tians,True,True
1244,also,4,16496,$ls@U,5,al-so,True,True
1245,alsorans,8,1,$ls@Ur{nz,9,al-so--rans,True,True
1246,altar,5,380,$lt@r,5,al-tar,True,True
1247,altarpiece,10,4,$lt@pis,7,al-tar-piece,True,True
1248,altarpieces,11,1,$lt@pisIz,9,al-tar-piec-es,True,True
1249,altars,6,20,$lt@z,5,al-tars,True,True
1250,alter,5,316,$lt@r,5,al-ter,True,True
1251,alterable,9,4,$lt@r@bl,8,al-ter-a-ble,True,True
1253,alterations,11,67,$lt@reISnz,10,al-ter-a-tions,True,True
1254,altercation,11,18,$lt@keISn,9,al-ter-ca-tion,True,True
1255,altercations,12,2,$lt@keISnz,10,al-ter-ca-tions,True,True
1256,altered,7,300,$lt@d,5,al-tered,True,True
1257,altering,8,53,$lt@rIN,7,al-ter-ing,True,True
1258,alternate,9,74,$lt@neIt,8,al-ter-nate,True,True
1259,alternated,10,30,$lt@neItId,10,al-ter-nat-ed,True,True
1260,alternately,11,71,$ltOIn@tlI,10,al-ter-nate-ly,True,True
1261,alternates,10,7,$lt@neIts,9,al-ter-nates,True,True
1262,alternating,11,75,$lt@neItIN,10,al-ter-nat-ing,True,True
1263,alternation,11,12,$lt@neISn,9,al-ter-na-tion,True,True
1264,alternations,12,1,$lt@neISnz,10,al-ter-na-tions,True,True
1265,alternative,11,1130,$ltOIn@tIv,10,al-ter-na-tive,True,True
1266,alternatively,13,181,$ltOIn@tIvlI,12,al-ter-na-tive-ly,True,True
1268,alternator,10,1,$lt@neIt@r,10,al-ter-na-tor,True,True
1269,alters,6,36,$lt@z,5,al-ters,True,True
1270,although,8,5424,$lD@U,5,al-though,True,True
1271,altimeter,9,7,{ltImit@r,9,al-tim-e-ter,True,True
1272,altimeters,10,1,{ltImit@z,9,al-tim-e-ters,True,True
1273,altitude,8,74,{ltIttSud,9,al-ti-tude,True,True
1274,altitudes,9,16,{ltIttSudz,10,al-ti-tudes,True,True
1275,alto,4,27,{lt@U,5,al-to,True,True
1276,altogether,10,852,$lt@gED@r,9,al-to-geth-er,True,True
1277,altos,5,3,{lt@Uz,6,al-tos,True,True
1278,altruism,8,24,{ltrUIz@m,9,al-tru-ism,True,True
1279,altruistic,10,29,{ltrUIstIk,10,al-tru-is-tic,True,True
1280,alum,4,7,{l@m,4,al-um,True,True
1281,aluminium,9,120,{ltSUmIntS@m,12,al-u-min-i-um,True,True
1282,aluminum,8,47,@lumIn@m,8,a-lu-mi-num,True,True
1283,alumna,6,2,@lVmn@,6,a-lum-na,True,True
1284,alumnae,7,1,@lVmni,6,a-lum-nae,True,True
1285,alumni,6,10,@lVmnaI,7,a-lum-ni,True,True
1286,alumnus,7,3,@lVmn@s,7,a-lum-nus,True,True
1288,alyssum,7,2,{lIs@m,6,a-lys-sum,True,True
1289,amah,4,4,Am@,3,a-mah,True,True
1290,amahs,5,2,Am@z,4,a-mahs,True,True
1291,amalgam,7,27,@m{lg@m,7,a-mal-gam,True,True
1292,amalgamate,10,4,@m{lg@meIt,10,a-mal-ga-mate,True,True
1293,amalgamated,11,30,@m{lg@meItId,12,a-mal-ga-mat-ed,True,True
1295,amalgamating,12,5,@m{lg@meItIN,12,a-mal-ga-mat-ing,True,True
1296,amalgamation,12,30,@m{lg@meISn,11,a-mal-ga-ma-tion,True,True
1297,amalgamations,13,7,@m{lg@meISnz,12,a-mal-ga-ma-tions,True,True
1299,amass,5,8,@m{s,4,a-mass,True,True
1300,amassed,7,25,@m{st,5,a-massed,True,True
1301,amasses,7,1,@m{sIz,6,a-mass-es,True,True
1302,amassing,8,5,@m{sIN,6,a-mass-ing,True,True
1303,amateur,7,283,{m@t@r,6,am-a-teur,True,True
1304,amateurish,10,17,{m@tOIrIS,9,am-a-teur-ish,True,True
1305,amateurishly,12,4,{m@tOIrISlI,11,am-a-teur-ish-ly,True,True
1306,amateurism,10,10,{m@t@rIz@m,10,am-a-teur-ism,True,True
1307,amateurs,8,75,{m@t@z,6,am-a-teurs,True,True
1308,amatory,7,5,{m@t@rI,7,am-a-to-ry,True,True
1310,amazed,6,275,@meIzd,6,a-mazed,True,True
1311,amazement,9,179,@meIzm@nt,9,a-maze-ment,True,True
1312,amazes,6,9,@meIzIz,7,a-maz-es,True,True
1313,amazing,7,391,@meIzIN,7,a-maz-ing,True,True
1314,amazingly,9,67,@meIzINlI,9,a-maz-ing-ly,True,True
1315,amazon,6,76,{m@z@n,6,am-a-zon,True,True
1317,amazons,7,8,{m@z@nz,7,am-a-zons,True,True
1318,ambassador,10,227,{mb{s@d@r,9,am-bas-sa-dor,True,True
1319,ambassadorial,13,4,{mb{s@d$rI@l,12,am-bas-sa-do-ri-al,True,True
1320,ambassadors,11,52,{mb{s@d@z,9,am-bas-sa-dors,True,True
1321,ambassadress,12,2,{mb{s@drIs,10,am-bas-sa-dress,True,True
1322,amber,5,62,{mb@r,5,am-ber,True,True
1323,ambergris,9,2,{mb@gris,8,am-ber-gris,True,True
1324,ambidextrous,12,4,{mbIdEkstr@s,12,am-bi-dex-trous,True,True
1325,ambience,8,20,{mbI@ns,7,am-bi-ence,True,True
1326,ambient,7,14,{mbI@nt,7,am-bi-ent,True,True
1327,ambiguities,11,25,{mbIgtSuItIz,12,am-bi-gu-i-ties,True,True
1328,ambiguity,9,99,{mbIgtSuItI,11,am-bi-gu-i-ty,True,True
1329,ambiguous,9,128,{mbIgtSU@s,10,am-big-u-ous,True,True
1330,ambiguously,11,10,{mbIgtSU@slI,12,am-big-u-ous-ly,True,True
1331,ambit,5,8,{mbIt,5,am-bit,True,True
1332,ambition,8,247,{mbISn,6,am-bi-tion,True,True
1333,ambitions,9,185,{mbISnz,7,am-bi-tions,True,True
1334,ambitious,9,289,{mbIS@s,7,am-bi-tious,True,True
1335,ambitiously,11,6,{mbIS@slI,9,am-bi-tious-ly,True,True
1336,ambitiousness,13,2,{mbIS@snIs,10,am-bi-tious-ness,True,True
1337,ambivalence,11,43,{mbIveIl@ns,11,am-biv-a-lence,True,True
1338,ambivalent,10,72,{mbIv@l@nt,10,am-biv-a-lent,True,True
1339,ambivalently,12,5,{mbIv@l@ntlI,12,am-biv-a-lent-ly,True,True
1340,amble,5,11,{mbl,4,am-ble,True,True
1341,ambled,6,20,{mbld,5,am-bled,True,True
1342,ambling,7,14,{mblIN,6,am-bling,True,True
1343,ambrosia,8,9,{mbr@UztS@,10,am-bro-sia,True,True
1344,ambulance,9,137,{mbtSUl@ns,10,am-bu-lance,True,True
1346,ambuscade,9,1,{mb@skeId,9,am-bus-cade,True,True
1347,ambush,6,73,{mbUS,5,am-bush,True,True
1348,ambushed,8,20,{mbUSt,6,am-bushed,True,True
1349,ambushes,8,11,{mbUSIz,7,am-bush-es,True,True
1351,ameliorate,10,8,@miltS@reIt,11,a-mel-io-rate,True,True
1352,ameliorated,11,5,@miltS@reItId,13,a-mel-io-rat-ed,True,True
1353,ameliorates,11,2,@miltS@reIts,12,a-mel-io-rates,True,True
1354,ameliorating,12,3,@miltS@reItIN,13,a-mel-io-rat-ing,True,True
1355,amelioration,12,11,@miltS@reISn,12,a-mel-io-ra-tion,True,True
1356,amen,4,43,AmEn,4,a-men,True,True
1357,amenable,8,49,@min@bl,7,a-me-na-ble,True,True
1358,amend,5,20,@mEnd,5,a-mend,True,True
1359,amended,7,50,@mEndId,7,a-mend-ed,True,True
1360,amending,8,13,@mEndIN,7,a-mend-ing,True,True
1361,amendment,9,111,@mEndm@nt,9,a-mend-ment,True,True
1362,amendments,10,52,@mEndm@nts,10,a-mend-ments,True,True
1363,amends,6,26,@mEndz,6,a-mends,True,True
1364,amenities,9,87,@minItIz,8,a-men-i-ties,True,True
1365,amenity,7,55,@minItI,7,a-men-i-ty,True,True
1366,american,8,4392,@mErIk@n,8,A-mer-i-can,True,True
1367,americanism,11,8,@mErIk@nIz@m,12,A-mer-i-can-ism,True,True
1368,americanisms,12,3,@mErIk@nIz@mz,13,A-mer-i-can-isms,True,True
1369,americanized,12,5,@mErIk@naIzd,12,a-mer-i-can-ized,True,True
1370,americanizing,13,1,@mErIk@naIzIN,13,a-mer-i-can-iz-ing,True,True
1372,amerindian,10,2,{m@rIndtS@n,11,Am-er-in-dian,True,True
1373,amerindians,11,5,{m@rIndtS@nz,12,Am-er-in-di-ans,True,True
1374,amethyst,8,14,{mITIst,7,am-e-thyst,True,True
1375,amethysts,9,2,{mITIsts,8,am-e-thysts,True,True
1376,amiability,10,12,eImtS@bIl@tI,12,a-mi-a-bil-i-ty,True,True
1377,amiable,7,112,eImtS@bl,8,a-mi-a-ble,True,True
1378,amiably,7,44,eImtS@blI,9,a-mi-a-bly,True,True
1379,amicable,8,17,{mIk@bl,7,am-i-ca-ble,True,True
1380,amicably,8,18,{mIk@blI,8,am-i-ca-bly,True,True
1381,amid,4,222,@mId,4,a-mid,True,True
1382,amidships,9,9,@mIdSIps,8,a-mid-ships,True,True
1383,amidst,6,67,@mIdst,6,a-midst,True,True
1384,amir,4,4,@mI@r,5,a-mir,True,True
1385,amirs,5,1,@mI@z,5,a-mirs,True,True
1386,amiss,5,41,@mIs,4,a-miss,True,True
1387,amity,5,105,{m@tI,5,am-i-ty,True,True
1388,ammo,4,8,{m@U,4,am-mo,True,True
1389,ammonia,7,53,@m@UntS@,8,am-mo-nia,True,True
1390,ammonite,8,9,{m@naIt,7,am-mo-nite,True,True
1391,ammonites,9,12,{m@naIts,8,am-mo-nites,True,True
1392,ammunition,10,151,{mtSUnISn,9,am-mu-ni-tion,True,True
1393,amnesia,7,15,{mniztS@,8,am-ne-sia,True,True
1394,amnesty,7,51,{mn@stI,7,am-nes-ty,True,True
1395,amoeba,6,22,@mib@,5,a-moe-ba,True,True
1396,amoebae,7,2,@mibi,5,a-moe-bae,True,True
1398,amoebic,7,1,@mibIk,6,a-moe-bic,True,True
1399,amok,4,9,@mQk,4,a-mok,True,True
1400,among,5,5090,@mVN,4,a-mong,True,True
1401,amongst,7,525,@mVNst,6,a-mongst,True,True
1402,amoral,6,14,eImQr@l,7,a-mor-al,True,True
1403,amorality,9,4,eImQr{lItI,10,a-mo-ral-i-ty,True,True
1404,amorous,7,37,{m@r@s,6,am-o-rous,True,True
1405,amorously,9,1,{m@r@slI,8,am-o-rous-ly,True,True
1406,amorphous,9,41,@m$f@s,6,a-mor-phous,True,True
1407,amorphousness,13,1,@m$f@snIs,9,a-mor-phous-ness,True,True
1408,amortization,12,6,@m$tIzeISn,10,am-or-ti-za-tion,True,True
1409,amortize,8,4,@m$taIz,7,am-or-tize,True,True
1410,amortized,9,5,@m$taIzd,8,am-or-tized,True,True
1411,amortizes,9,1,@m$taIzIz,9,am-or-tiz-es,True,True
1413,amounts,7,492,@maUnts,7,a-mounts,True,True
1414,amour,5,4,@mU@r,5,a-mour,True,True
1415,amours,6,6,@mU@z,5,a-mours,True,True
1416,amp,3,7,{mp,3,amp,True,True
1417,amperage,8,5,{mp@rIdZ,8,am-per-age,True,True
1418,ampere,6,10,{mpE@r,6,am-pere,True,True
1419,amperes,7,8,{mpE@z,6,am-peres,True,True
1420,amphetamine,11,2,{mfEt@min,9,am-phet-a-mine,True,True
1421,amphetamines,12,5,{mfEt@minz,10,am-phet-a-mines,True,True
1422,amphibian,9,14,{mfIbI@n,8,am-phib-i-an,True,True
1423,amphibians,10,36,{mfIbI@nz,9,am-phib-i-ans,True,True
1424,amphibious,10,28,{mfIbI@s,8,am-phib-i-ous,True,True
1425,amphitheatre,12,18,{mfITI@t@r,10,am-phi-the-a-tre,True,True
1426,amphitheatres,13,1,{mfITI@t@z,10,am-phi-the-a-tres,True,True
1427,amphora,7,2,{mf@r@,6,am-pho-ra,True,True
1428,amphorae,8,1,{mf@ri,6,am-pho-rae,True,True
1429,ample,5,191,{mpl,4,am-ple,True,True
1430,ampler,6,1,{mpl@r,6,am-pler,True,True
1431,amplification,13,22,{mplIfIkeISn,12,am-pli-fi-ca-tion,True,True
1432,amplified,9,45,{mplIfaId,9,am-pli-fied,True,True
1433,amplifier,9,66,{mplIfaI@r,10,am-pli-fi-er,True,True
1434,amplifiers,10,21,{mplIfaI@z,10,am-pli-fi-ers,True,True
1435,amplifies,9,2,{mplIfaIz,9,am-pli-fies,True,True
1436,amplify,7,16,{mplIfaI,8,am-pli-fy,True,True
1437,amplifying,10,11,{mplIfaIIN,10,am-pli-fy-ing,True,True
1438,amplitude,9,25,{mplIttSud,10,am-pli-tude,True,True
1440,ampoules,8,1,{mpulz,6,am-poules,True,True
1441,amps,4,21,{mps,4,amps,True,True
1442,amputate,8,8,{mptSUteIt,10,am-pu-tate,True,True
1444,amputating,10,1,{mptSUteItIN,12,am-pu-tat-ing,True,True
1445,amputation,10,19,{mptSUteISn,11,am-pu-ta-tion,True,True
1446,amputee,7,4,{mptSUti,8,am-pu-tee,True,True
1447,amputees,8,3,{mptSUtiz,9,am-pu-tees,True,True
1448,amulet,6,10,{mtSUlIt,8,am-u-let,True,True
1449,amulets,7,19,{mtSUlIts,9,am-u-lets,True,True
1450,amuse,5,96,@mtSuz,6,a-muse,True,True
1451,amused,6,325,@mtSuzd,7,a-mused,True,True
1452,amusement,9,179,@mtSuzm@nt,10,a-muse-ment,True,True
1453,amusements,10,18,@mtSuzm@nts,11,a-muse-ments,True,True
1454,amuses,6,13,@mtSuzIz,8,a-mus-es,True,True
1456,anachronism,11,20,@n{kr@nIz@m,11,a-nach-ro-nism,True,True
1457,anachronisms,12,5,@n{kr@nIz@mz,12,a-nach-ro-nisms,True,True
1458,anachronistic,13,24,@n{kr@nIstIk,12,a-nach-ro-nis-tic,True,True
1459,anaconda,8,4,{n@kQnd@,8,an-a-con-da,True,True
1460,anaemia,7,58,@nimtS@,7,a-nae-mi-a,True,True
1461,anaemic,7,34,@nimIk,6,a-nae-mic,True,True
1462,anaesthesia,11,13,{nIsTiztS@,10,an-aes-the-sia,True,True
1463,anaesthetic,11,48,{nIsTEtIk,9,an-aes-thet-ic,True,True
1465,anaesthetist,12,15,{nisT@tIst,10,an-aes-the-tist,True,True
1466,anaesthetists,13,1,{nisT@tIsts,11,an-aes-the-tists,True,True
1467,anaesthetize,12,4,{nisT@taIz,10,an-aes-the-tize,True,True
1468,anaesthetized,13,15,{nisT@taIzd,11,an-aes-the-tized,True,True
1469,anagram,7,5,{n@gr{m,7,an-a-gram,True,True
1471,analgesia,9,1,{n{ldZiztS@,11,an-al-ge-sia,True,True
1473,analgesics,10,1,{n{ldZizIks,11,an-al-ge-sics,True,True
1474,analogies,9,16,@n{l@dZIz,9,a-nal-o-gies,True,True
1475,analogous,9,55,@n{l@g@s,8,a-nal-o-gous,True,True
1476,analogously,11,2,@n{l@g@slI,10,a-nal-o-gous-ly,True,True
1477,analogue,8,32,{n@lQg,6,an-a-logue,True,True
1478,analogues,9,21,{n@lQgz,7,an-a-logues,True,True
1479,analogy,7,118,@n{l@dZI,8,a-nal-o-gy,True,True
1480,analyse,7,176,{n@laIz,7,an-a-lyse,True,True
1481,analysed,8,130,{n@laIzd,8,an-a-lysed,True,True
1482,analyses,8,86,{n@laIzIz,9,an-a-lys-es,True,True
1483,analysing,9,87,{n@laIzIN,9,an-a-lys-ing,True,True
1484,analysis,8,1101,@n{l@sIs,8,a-nal-y-sis,True,True
1485,analyst,7,72,{n@lIst,7,an-a-lyst,True,True
1486,analysts,8,93,{n@lIsts,8,an-a-lysts,True,True
1487,analytic,8,54,{n@lItIk,8,an-a-lyt-ic,True,True
1488,analytical,10,82,{n@lItIkl,9,an-a-lyt-i-cal,True,True
1489,analytically,12,8,{n@lItIk@lI,11,an-a-lyt-i-cal-ly,True,True
1490,anarchic,8,28,{nAkIk,6,an-ar-chic,True,True
1491,anarchical,10,1,{nAkIkl,7,an-ar-chi-cal,True,True
1492,anarchism,9,60,{n@kIz@m,8,an-ar-chism,True,True
1493,anarchist,9,132,{n@kIst,7,an-ar-chist,True,True
1495,anarchists,10,104,{n@kIsts,8,an-ar-chists,True,True
1496,anarchy,7,74,{n@kI,5,an-ar-chy,True,True
1498,anathemas,9,1,@n{T@m@z,8,a-nath-e-mas,True,True
1499,anatomical,10,73,{n@tQmIkl,9,an-a-tom-i-cal,True,True
1500,anatomically,12,11,{n@tQmIk@lI,11,an-a-tom-i-cal-ly,True,True
1501,anatomies,9,3,@n{t@mIz,8,a-nat-o-mies,True,True
1503,anatomists,10,5,@n{t@mIsts,10,a-nat-o-mists,True,True
1504,anatomy,7,146,@n{t@mI,7,a-nat-o-my,True,True
1505,ancestor,8,104,{nsEst@r,8,an-ces-tor,True,True
1506,ancestors,9,388,{nsEst@z,8,an-ces-tors,True,True
1507,ancestral,9,94,{nsEstr@l,9,an-ces-tral,True,True
1508,ancestries,10,2,{nsEstrIz,9,an-ces-tries,True,True
1509,ancestry,8,47,{nsEstrI,8,an-ces-try,True,True
1510,anchor,6,113,{Nk@r,5,an-chor,True,True
1511,anchorage,9,19,{Nk@rIdZ,8,an-chor-age,True,True
1512,anchorages,10,4,{Nk@rIdZIz,10,an-chor-ag-es,True,True
1513,anchored,8,55,{Nk@d,5,an-chored,True,True
1514,anchoress,9,7,{Nk@rIs,7,an-cho-ress,True,True
1515,anchoresses,11,1,{Nk@rIsIz,9,an-cho-ress-es,True,True
1516,anchoring,9,9,{Nk@rIN,7,an-chor-ing,True,True
1517,anchorite,9,2,{Nk@raIt,8,an-cho-rite,True,True
1518,anchorites,10,1,{Nk@raIts,9,an-cho-rites,True,True
1519,anchorman,9,2,{Nk@m{n,7,an-chor-man,True,True
1520,anchors,7,15,{Nk@z,5,an-chors,True,True
1521,anchovies,9,21,{ntS@vIz,8,an-cho-vies,True,True
1522,anchovy,7,14,{ntS@vI,7,an-cho-vy,True,True
1523,ancient,7,1477,eInS@nt,7,an-cient,True,True
1524,ancients,8,36,eInS@nts,8,an-cients,True,True
1525,ancillaries,11,3,{nsIl@rIz,9,an-cil-lar-ies,True,True
1526,ancillary,9,29,{nsIl@rI,8,an-cil-lar-y,True,True
1527,and,3,514946,{nd,3,and,True,True
1528,andante,7,2,{nd{ntI,7,an-dan-te,True,True
