orig_idx,word,freq,pron,orthsyl,phonsyl,len,phlen
20828,delegated,25,dElIgeItId,del-e-gat-ed,dE-lI-geI-tId,9,10
20833,delegates,215,dElIg@ts,del-e-gates,dE-lI-g@ts,9,8
20834,delegating,3,dElIgeItIN,del-e-gat-ing,dE-lI-geI-tIN,10,10
20835,delegation,191,dElIgeISn,del-e-ga-tion,dE-lI-geI-Sn,10,9
20836,delegations,39,dElIgeISnz,del-e-ga-tions,dE-lI-geI-Snz,11,10
20837,delete,12,dIlit,de-lete,dI-lit,6,5
20841,deleted,20,dIlitId,de-let-ed,dI-li-tId,7,7
20846,deleterious,5,dElItI@rI@s,del-e-te-ri-ous,dE-lI-tI@-rI@s,11,11
20847,deletes,1,dIlits,de-letes,dI-lits,7,6
20848,deleting,4,dIlitIN,de-let-ing,dI-li-tIN,8,7
20849,deletions,2,dIliSnz,de-le-tions,dI-li-Snz,9,7
20850,delft,8,dElft,Delft,dElft,5,5
20852,deliberate,16,dIlIb@reIt,de-lib-er-ate,dI-lI-b@-reIt,10,10
20856,deliberate,354,dIlIb@r@t,de-lib-er-ate,dI-lI-b@-r@t,10,9
20857,deliberated,15,dIlIb@reItId,de-lib-er-at-ed,dI-lI-b@-reI-tId,11,12
20862,deliberately,641,dIlIb@r@tlI,de-lib-er-ate-ly,dI-lI-b@-r@t-lI,12,11
20863,deliberateness,2,dIlIb@r@tnIs,de-lib-er-ate-ness,dI-lI-b@-r@t-nIs,14,12
20864,deliberates,1,dIlIb@reIts,de-lib-er-ates,dI-lI-b@-reIts,11,11
20865,deliberating,8,dIlIb@reItIN,de-lib-er-at-ing,dI-lI-b@-reI-tIN,12,12
20866,deliberation,58,dIlIb@reISn,de-lib-er-a-tion,dI-lI-b@-reI-Sn,12,11
20867,deliberations,46,dIlIb@reISnz,de-lib-er-a-tions,dI-lI-b@-reI-Snz,13,12
20868,deliberative,2,dIlIb@r@tIv,de-lib-er-a-tive,dI-lI-b@-r@-tIv,12,11
20869,delicacies,24,dElIk@sIz,del-i-ca-cies,dE-lI-k@-sIz,10,9
20870,delicacy,104,dElIk@sI,del-i-ca-cy,dE-lI-k@-sI,8,8
20871,delicate,551,dElIk@t,del-i-cate,dE-lI-k@t,8,7
20872,delicately,148,dElIk@tlI,del-i-cate-ly,dE-lI-k@t-lI,10,9
20873,delicatessen,19,dElIk@tEsn,del-i-ca-tes-sen,dE-lI-k@-tE-sn,12,10
20874,delicatessens,7,dElIk@tEsnz,del-i-ca-tes-sens,dE-lI-k@-tE-snz,13,11
20875,delicious,319,dIlIS@s,de-li-cious,dI-lI-S@s,9,7
20876,deliciously,34,dIlIS@slI,de-li-cious-ly,dI-lI-S@s-lI,11,9
20877,deliciousness,1,dIlIS@snIs,de-li-cious-ness,dI-lI-S@s-nIs,13,10
20878,delight,474,dIlaIt,de-light,dI-laIt,7,6
20883,delighted,525,dIlaItId,de-light-ed,dI-laI-tId,9,8
20888,delightful,234,dIlaItfUl,de-light-ful,dI-laIt-fUl,10,9
20889,delightfully,36,dIlaItf@lI,de-light-ful-ly,dI-laIt-f@-lI,12,10
20890,delighting,15,dIlaItIN,de-light-ing,dI-laI-tIN,10,8
20891,delights,105,dIlaIts,de-lights,dI-laIts,8,7
20893,delimitation,4,dIlImIteISn,de-lim-i-ta-tion,dI-lI-mI-teI-Sn,12,11
20894,delimitations,1,dIlImIteISnz,de-lim-i-ta-tions,dI-lI-mI-teI-Snz,13,12
20895,delineate,8,dIlInIeIt,de-lin-e-ate,dI-lI-nI-eIt,9,9
20899,delineated,10,dIlInIeItId,de-lin-e-at-ed,dI-lI-nI-eI-tId,10,11
20904,delineates,4,dIlInIeIts,de-lin-e-ates,dI-lI-nI-eIts,10,10
20905,delineating,3,dIlInIeItIN,de-lin-e-at-ing,dI-lI-nI-eI-tIN,11,11
20906,delineation,8,dIlInIeISn,de-lin-e-a-tion,dI-lI-nI-eI-Sn,11,10
20907,delinquencies,5,dIlINkw@nsIz,de-lin-quen-cies,dI-lIN-kw@n-sIz,13,12
20908,delinquency,49,dIlINkw@nsI,de-lin-quen-cy,dI-lIN-kw@n-sI,11,11
20909,delinquent,55,dIlINkw@nt,de-lin-quent,dI-lIN-kw@nt,10,10
20911,delinquents,32,dIlINkw@nts,de-lin-quents,dI-lIN-kw@nts,11,11
20912,deliquescence,2,dElIkwEsns,del-i-ques-cence,dE-lI-kwE-sns,13,10
20913,deliquescent,5,dElIkwEsnt,del-i-ques-cent,dE-lI-kwE-snt,12,10
20914,deliquescing,1,dElIkwEsIN,del-i-quesc-ing,dE-lI-kwE-sIN,12,10
20915,delirious,47,dIlIrI@s,de-lir-i-ous,dI-lI-rI@s,9,8
20916,deliriously,5,dIlIrI@slI,de-lir-i-ous-ly,dI-lI-rI@s-lI,11,10
20917,delirium,36,dIlIrI@m,de-lir-i-um,dI-lI-rI@m,8,8
20918,deliver,296,dIlIv@r,de-liv-er,dI-lI-v@r,7,7
20922,deliverance,19,dIlIv@r@ns,de-liv-er-ance,dI-lI-v@-r@ns,11,10
20923,delivered,410,dIlIv@d,de-liv-ered,dI-lI-v@d,9,7
20928,deliverer,2,dIlIv@r@r,de-liv-er-er,dI-lI-v@-r@r,9,9
20929,deliveries,43,dIlIv@rIz,de-liv-er-ies,dI-lI-v@-rIz,10,9
20930,delivering,90,dIlIv@rIN,de-liv-er-ing,dI-lI-v@-rIN,10,9
20931,delivers,38,dIlIv@z,de-liv-ers,dI-lI-v@z,8,7
20932,delivery,272,dIlIv@rI,de-liv-er-y,dI-lI-v@-rI,8,8
20933,deliverymen,3,dIlIv@rImEn,de-liv-er-y-men,dI-lI-v@-rI-mEn,11,11
20934,dell,29,dEl,dell,dEl,4,3
20935,dells,3,dElz,dells,dElz,5,4
20936,delousing,5,dilaUsIN,de-lous-ing,di-laU-sIN,9,8
20937,delphi,15,dElfaI,Del-phi,dEl-faI,6,6
20938,delphic,6,dElfIk,Del-phic,dEl-fIk,7,6
20939,delphinium,8,dElfInI@m,del-phin-i-um,dEl-fI-nI@m,10,9
20940,delphiniums,3,dElfInI@mz,del-phin-i-ums,dEl-fI-nI@mz,11,10
20941,delta,88,dElt@,del-ta,dEl-t@,5,5
20942,deltas,5,dElt@z,del-tas,dEl-t@z,6,6
20943,delude,20,dIlud,de-lude,dI-lud,6,5
20947,deluded,30,dIludId,de-lud-ed,dI-lu-dId,7,7
20952,deludes,2,dIludz,de-ludes,dI-ludz,7,6
20953,deluding,6,dIludIN,de-lud-ing,dI-lu-dIN,8,7
20954,deluge,31,dEltSudZ,del-uge,dE-ltSudZ,6,8
20959,deluged,10,dEltSudZd,del-uged,dE-ltSudZd,7,9
20964,deluging,1,dEltSudZIN,del-ug-ing,dE-ltSu-dZIN,8,10
20965,delusion,62,dIluZn,de-lu-sion,dI-lu-Zn,8,6
20966,delusions,50,dIluZnz,de-lu-sions,dI-lu-Znz,9,7
20967,delusive,3,dIlusIv,de-lu-sive,dI-lu-sIv,8,7
20968,delusory,2,dIlus@rI,de-lu-so-ry,dI-lu-s@-rI,8,8
20969,delve,12,dElv,delve,dElv,5,4
20973,delved,5,dElvd,delved,dElvd,6,5
20978,delves,2,dElvz,delves,dElvz,6,5
20979,delving,9,dElvIN,delv-ing,dEl-vIN,7,6
20980,demagnetization,1,dim{gnItaIzeISn,de-mag-net-i-za-tion,di-m{g-nI-taI-zeI-Sn,15,15
20981,demagogic,7,dEm@gQgIk,dem-a-gog-ic,dE-m@-gQ-gIk,9,9
20982,demagogue,9,dEm@gQg,dem-a-gogue,dE-m@-gQg,9,7
20983,demagoguery,1,dEm@gQg@rI,dem-a-gogu-er-y,dE-m@-gQ-g@-rI,11,10
20984,demagogues,8,dEm@gQgz,dem-a-gogues,dE-m@-gQgz,10,8
20985,demagogy,5,dEm@gQgI,dem-a-go-gy,dE-m@-gQ-gI,8,8
20986,demand,1636,dImAnd,de-mand,dI-mAnd,6,6
20991,demanded,630,dImAndId,de-mand-ed,dI-mAn-dId,8,8
20996,demanding,426,dImAndIN,de-mand-ing,dI-mAn-dIN,9,8
20998,demands,1028,dImAndz,de-mands,dI-mAndz,7,7
21000,demarcate,4,dimAkeIt,de-mar-cate,di-mA-keIt,9,8
21004,demarcates,2,dimAkeIts,de-mar-cates,di-mA-keIts,10,9
21005,demarcating,3,dimAkeItIN,de-mar-cat-ing,di-mA-keI-tIN,11,10
21006,demarcation,61,dimAkeISn,de-mar-ca-tion,di-mA-keI-Sn,11,9
21007,demarche,4,deImAS,de-marche,deI-mAS,8,6
21008,demean,8,dImin,de-mean,dI-min,6,5
21012,demeaned,10,dImind,de-meaned,dI-mind,8,6
21017,demeaning,12,dIminIN,de-mean-ing,dI-mi-nIN,9,7
21018,demeanour,42,dImin@r,de-mean-our,dI-mi-n@r,9,7
21019,demeans,2,dIminz,de-means,dI-minz,7,6
21020,demented,72,dImEntId,de-ment-ed,dI-mEn-tId,8,8
21026,dementedly,5,dImEntIdlI,de-ment-ed-ly,dI-mEn-tId-lI,10,10
21027,demerara,7,dEm@rE@r@,dem-er-a-ra,dE-m@-rE@-r@,8,9
21028,demerits,4,dimErIts,de-mer-its,di-mE-rIts,8,8
21029,demesne,6,dImeIn,de-mesne,dI-meIn,7,6
21030,demigod,8,dEmIgQd,dem-i-god,dE-mI-gQd,7,7
21031,demigods,4,dEmIgQdz,dem-i-gods,dE-mI-gQdz,8,8
21032,demijohn,3,dEmIdZQn,dem-i-john,dE-mI-dZQn,8,8
21033,demimonde,2,dEmIm~nd,dem-i-monde,dE-mI-m~nd,9,8
21034,demise,77,dImaIz,de-mise,dI-maIz,6,6
21035,demisting,1,dimIstIN,de-mist-ing,di-mI-stIN,9,8
21036,demo,20,dEm@U,dem-o,dE-m@U,4,5
21037,demob,2,dimQb,de-mob,di-mQb,5,5
21038,demobilization,3,dim@UbIlaIzeISn,de-mo-bi-li-za-tion,di-m@U-bI-laI-zeI-Sn,14,15
21039,democracies,65,dImQkr@sIz,de-moc-ra-cies,dI-mQ-kr@-sIz,11,10
21040,democracy,941,dImQkr@sI,de-moc-ra-cy,dI-mQ-kr@-sI,9,9
21041,democrat,117,dEm@kr{t,dem-o-crat,dE-m@-kr{t,8,8
21043,democratic,1020,dEm@kr{tIk,Dem-o-crat-ic,dE-m@-kr{-tIk,10,10
21045,democratically,39,dEm@kr{tIk@lI,dem-o-crat-i-cal-ly,dE-m@-kr{-tI-k@-lI,14,13
21046,democratization,9,dImQkr@taIzeISn,de-moc-ra-ti-za-tion,dI-mQ-kr@-taI-zeI-Sn,15,15
21047,democratize,8,dImQkr@taIz,de-moc-ra-tize,dI-mQ-kr@-taIz,11,11
21051,democratizing,8,dImQkr@taIzIN,de-moc-ra-tiz-ing,dI-mQ-kr@-taI-zIN,13,13
21052,democrats,373,dEm@kr{ts,Dem-o-crats,dE-m@-kr{ts,9,9
21054,demode,1,deIm@UdeI,de-mo-de,deI-m@U-deI,6,9
21055,demographer,1,dImQgr@f@r,de-mog-ra-pher,dI-mQ-gr@-f@r,11,10
21056,demographers,5,dImQgr@f@z,de-mog-ra-phers,dI-mQ-gr@-f@z,12,10
21057,demographic,43,dEm@Ugr{fIk,de-mo-graph-ic,dE-m@U-gr{-fIk,11,11
21058,demography,7,dimQgr@fI,de-mog-ra-phy,di-mQ-gr@-fI,10,9
21059,demolish,24,dImQlIS,de-mol-ish,dI-mQ-lIS,8,7
21063,demolished,95,dImQlISt,de-mol-ished,dI-mQ-lISt,10,8
21068,demolishes,3,dImQlISIz,de-mol-ish-es,dI-mQ-lI-SIz,10,9
21069,demolishing,11,dImQlISIN,de-mol-ish-ing,dI-mQ-lI-SIN,11,9
21070,demolition,62,dEm@lISn,dem-o-li-tion,dE-m@-lI-Sn,10,8
21071,demolitions,3,dEm@lISnz,dem-o-li-tions,dE-m@-lI-Snz,11,9
21072,demon,114,dim@n,de-mon,di-m@n,5,5
21073,demoniac,3,dIm@UnI{k,de-mo-ni-ac,dI-m@U-nI-{k,8,9
21074,demoniacal,4,dim@UnaI@kl,de-mo-ni-a-cal,di-m@U-naI-@-kl,10,11
21075,demonic,34,dimQnIk,de-mon-ic,di-mQ-nIk,7,7
21076,demonically,5,dImQnIk@lI,de-mon-i-cal-ly,dI-mQ-nI-k@-lI,11,10
21077,demons,137,dim@nz,de-mons,di-m@nz,6,6
21078,demonstrable,14,dEm@nstr@bl,de-mon-stra-ble,dE-m@n-str@-bl,12,11
21079,demonstrably,32,dEm@nstr@blI,de-mon-stra-bly,dE-m@n-str@-blI,12,12
21080,demonstrate,300,dEm@nstreIt,dem-on-strate,dE-m@n-streIt,11,11
21084,demonstrated,325,dEm@nstreItId,dem-on-strat-ed,dE-m@n-streI-tId,12,13
21089,demonstrates,84,dEm@nstreIts,dem-on-strates,dE-m@n-streIts,12,12
21090,demonstrating,112,dEm@nstreItIN,dem-on-strat-ing,dE-m@n-streI-tIN,13,13
21091,demonstration,344,dEm@nstreISn,dem-on-stra-tion,dE-m@n-streI-Sn,13,12
21092,demonstrations,203,dEm@nstreISnz,dem-on-stra-tions,dE-m@n-streI-Snz,14,13
21093,demonstrative,24,dImQnstr@tIv,de-mon-stra-tive,dI-mQn-str@-tIv,13,12
21095,demonstratively,2,dImQnstr@tIvlI,de-mon-stra-tive-ly,dI-mQn-str@-tIv-lI,15,14
21096,demonstrator,17,dEm@nstreIt@r,dem-on-stra-tor,dE-m@n-streI-t@r,12,13
21097,demonstrators,97,dEm@nstreIt@z,dem-on-stra-tors,dE-m@n-streI-t@z,13,13
21098,demoralization,22,dImQr@laIzeISn,de-mor-al-i-za-tion,dI-mQ-r@-laI-zeI-Sn,14,14
21099,demoralize,12,dImQr@laIz,de-mor-al-ize,dI-mQ-r@-laIz,10,10
21103,demoralized,35,dImQr@laIzd,de-mor-al-ized,dI-mQ-r@-laIzd,11,11
21108,demoralizing,18,dImQr@laIzIN,de-mor-al-iz-ing,dI-mQ-r@-laI-zIN,12,12
21109,demos,11,dEm@Uz,dem-os,dE-m@Uz,5,6
21110,demote,4,dim@Ut,de-mote,di-m@Ut,6,6
21114,demoted,15,dim@UtId,de-mot-ed,di-m@U-tId,7,8
21119,demotes,1,dim@Uts,de-motes,di-m@Uts,7,7
21120,demotic,4,dImQtIk,de-mot-ic,dI-mQ-tIk,7,7
21121,demoting,3,dim@UtIN,de-mot-ing,di-m@U-tIN,8,8
21122,demotion,9,dim@USn,de-mo-tion,di-m@U-Sn,8,7
21123,demur,9,dImOIr,de-mur,dI-mOIr,5,6
21128,demure,29,dImtSU@r,de-mure,dI-mtSU@r,6,8
21129,demurely,17,dImtSU@lI,de-mure-ly,dI-mtSU@-lI,8,9
21130,demureness,3,dImtSU@nIs,de-mure-ness,dI-mtSU@-nIs,10,10
21131,demurred,20,dImOId,de-murred,dI-mOId,8,6
21136,demurring,2,dImOIrIN,de-mur-ring,dI-mOI-rIN,9,8
21137,demurs,3,dImOIz,de-murs,dI-mOIz,6,6
21138,demystification,3,dimIstIfIkeISn,de-mys-ti-fi-ca-tion,di-mI-stI-fI-keI-Sn,15,14
21139,demystify,4,dimIstIfaI,de-mys-ti-fy,di-mI-stI-faI,9,10
21143,demystifying,3,dimIstIfaIIN,de-mys-ti-fy-ing,di-mI-stI-faI-IN,12,12
21144,den,162,dEn,den,dEn,3,3
21145,denationalization,8,din{Sn@laIzeISn,de-na-tion-al-i-za-tion,di-n{-Sn-@-laI-zeI-Sn,17,15
21146,denatured,4,dineItS@d,de-na-tured,di-neI-tS@d,9,9
21147,denial,148,dInaI@l,de-ni-al,dI-naI-@l,6,7
21148,denials,33,dInaI@lz,de-ni-als,dI-naI-@lz,7,8
21149,denied,490,dInaId,de-nied,dI-naId,6,6
21154,denier,4,dInaI@r,den-ier,dI-naI-@r,6,7
21156,denies,87,dInaIz,de-nies,dI-naIz,6,6
21157,denigrate,20,dEnIgreIt,den-i-grate,dE-nI-greIt,9,9
21161,denigrated,10,dEnIgreItId,den-i-grat-ed,dE-nI-greI-tId,10,11
21166,denigrates,3,dEnIgreIts,den-i-grates,dE-nI-greIts,10,10
21167,denigrating,5,dEnIgreItIN,den-i-grat-ing,dE-nI-greI-tIN,11,11
21168,denigration,12,dEnIgreISn,den-i-gra-tion,dE-nI-greI-Sn,11,10
21169,denim,50,dEnIm,den-im,dE-nIm,5,5
21170,denims,14,dEnImz,den-ims,dE-nImz,6,6
21171,denizen,4,dEnIzn,den-i-zen,dE-nI-zn,7,6
21172,denizens,5,dEnIznz,den-i-zens,dE-nI-znz,8,7
21173,denominating,1,dInQmIneItIN,de-nom-i-nat-ing,dI-nQ-mI-neI-tIN,12,12
21174,denomination,15,dInQmIneISn,de-nom-i-na-tion,dI-nQ-mI-neI-Sn,12,11
21175,denominational,8,dInQmIneIS@nl,de-nom-i-na-tion-al,dI-nQ-mI-neI-S@-nl,14,13
21176,denominations,21,dInQmIneISnz,de-nom-i-na-tions,dI-nQ-mI-neI-Snz,13,12
21177,denominator,29,dInQmIneIt@r,de-nom-i-na-tor,dI-nQ-mI-neI-t@r,11,12
21178,denominators,1,dInQmIneIt@z,de-nom-i-na-tors,dI-nQ-mI-neI-t@z,12,12
21179,denotation,1,din@UteISn,de-no-ta-tion,di-n@U-teI-Sn,10,10
21180,denote,28,dIn@Ut,de-note,dI-n@Ut,6,6
21184,denoted,5,dIn@UtId,de-not-ed,dI-n@U-tId,7,8
21189,denotes,19,dIn@Uts,de-notes,dI-n@Uts,7,7
21190,denoting,6,dIn@UtIN,de-not-ing,dI-n@U-tIN,8,8
21191,denouement,12,deInumqN,de-noue-ment,deI-nu-mqN,10,8
21192,denounce,40,dInaUns,de-nounce,dI-naUns,8,7
21196,denounced,110,dInaUnst,de-nounced,dI-naUnst,9,8
21201,denounces,7,dInaUnsIz,de-nounc-es,dI-naUn-sIz,9,9
21202,denouncing,48,dInaUnsIN,de-nounc-ing,dI-naUn-sIN,10,9
21203,dens,17,dEnz,dens,dEnz,4,4
21204,dense,235,dEns,dense,dEns,5,4
21205,densely,43,dEnslI,dense-ly,dEns-lI,7,6
21206,denser,32,dEns@r,dens-er,dEn-s@r,6,6
21207,densest,13,dEnsIst,dens-est,dEn-sIst,7,7
21208,densities,56,dEns@tIz,den-si-ties,dEn-s@-tIz,9,8
21209,density,215,dEns@tI,den-si-ty,dEn-s@-tI,7,7
21210,dent,18,dEnt,dent,dEnt,4,4
21215,dental,82,dEntl,den-tal,dEn-tl,6,5
21216,dented,30,dEntId,dent-ed,dEn-tId,6,6
21221,dentifrice,2,dEntIfrIs,den-ti-frice,dEn-tI-frIs,10,9
21222,dentist,115,dEntIst,den-tist,dEn-tIst,7,7
21223,dentistry,30,dEntIstrI,den-tist-ry,dEn-tIs-trI,9,9
21224,dentists,50,dEntIsts,den-tists,dEn-tIsts,8,8
21225,dents,12,dEnts,dents,dEnts,5,5
21226,denture,8,dEntS@r,den-ture,dEn-tS@r,7,7
21227,dentures,24,dEntS@z,den-tures,dEn-tS@z,8,7
21229,denuded,15,dIntSudId,de-nud-ed,dI-ntSu-dId,7,9
21234,denuding,2,dIntSudIN,de-nud-ing,dI-ntSu-dIN,8,9
21235,denunciation,31,dInVnsIeISn,de-nun-ci-a-tion,dI-nVn-sI-eI-Sn,12,11
21236,denunciations,13,dInVnsIeISnz,de-nun-ci-a-tions,dI-nVn-sI-eI-Snz,13,12
21237,deny,436,dInaI,de-ny,dI-naI,4,5
21241,denying,159,dInaIIN,de-ny-ing,dI-naI-IN,7,7
21242,deodar,3,dI@UdAr,de-o-dar,dI-@U-dAr,6,7
21243,deodars,1,dI@UdAz,de-o-dars,dI-@U-dAz,7,7
21244,deodorant,12,di@Ud@r@nt,de-o-dor-ant,di-@U-d@-r@nt,9,10
21245,deodorants,7,di@Ud@r@nts,de-o-dor-ants,di-@U-d@-r@nts,10,11
21246,deodorized,5,di@Ud@raIzd,de-o-dor-ized,di-@U-d@-raIzd,10,11
21251,deodorizing,2,di@Ud@raIzIN,de-o-dor-iz-ing,di-@U-d@-raI-zIN,11,12
21252,depart,112,dIpAt,de-part,dI-pAt,6,5
21256,departed,201,dIpAtId,de-part-ed,dI-pA-tId,8,7
21263,departing,55,dIpAtIN,de-part-ing,dI-pA-tIN,9,7
21264,department,1983,dIpAtm@nt,de-part-ment,dI-pAt-m@nt,10,9
21265,departmental,90,dIpAtmEntl,de-part-men-tal,dI-pAt-mEn-tl,12,10
21266,departments,378,dIpAtm@nts,de-part-ments,dI-pAt-m@nts,11,10
21267,departs,18,dIpAts,de-parts,dI-pAts,7,6
21268,departure,453,dIpAtS@r,de-par-ture,dI-pA-tS@r,9,8
21269,departures,39,dIpAtS@z,de-par-tures,dI-pA-tS@z,10,8
21270,depend,572,dIpEnd,de-pend,dI-pEnd,6,6
21271,dependability,4,dIpEnd@bIl@tI,de-pend-a-bil-i-ty,dI-pEn-d@-bI-l@-tI,13,13
21272,dependable,32,dIpEnd@bl,de-pend-a-ble,dI-pEn-d@-bl,10,9
21273,dependably,3,dIpEnd@blI,de-pend-a-bly,dI-pEn-d@-blI,10,10
21274,dependant,23,dIpEnd@nt,de-pend-ant,dI-pEn-d@nt,9,9
21275,dependants,79,dIpEnd@nts,de-pend-ants,dI-pEn-d@nts,10,10
21276,dependence,229,dIpEnd@ns,de-pend-ence,dI-pEn-d@ns,10,9
21277,dependencies,13,dIpEnd@nsIz,de-pend-en-cies,dI-pEn-d@n-sIz,12,11
21278,dependency,89,dIpEnd@nsI,de-pend-en-cy,dI-pEn-d@n-sI,10,10
21279,dependent,578,dIpEnd@nt,de-pend-ent,dI-pEn-d@nt,9,9
21280,depict,32,dIpIkt,de-pict,dI-pIkt,6,6
21284,depicted,110,dIpIktId,de-pict-ed,dI-pIk-tId,8,8
21289,depicting,45,dIpIktIN,de-pict-ing,dI-pIk-tIN,9,8
21290,depiction,19,dIpIkSn,de-pic-tion,dI-pIk-Sn,9,7
21291,depictions,7,dIpIkSnz,de-pic-tions,dI-pIk-Snz,10,8
21292,depicts,22,dIpIkts,de-picts,dI-pIkts,7,7
21293,depilation,1,dEpIleISn,dep-i-la-tion,dE-pI-leI-Sn,10,9
21294,depilatory,1,dIpIl@t@rI,de-pil-a-to-ry,dI-pI-l@-t@-rI,10,10
21295,deplete,16,dIplit,de-plete,dI-plit,7,6
21299,depleted,50,dIplitId,de-plet-ed,dI-pli-tId,8,8
21304,depletes,3,dIplits,de-pletes,dI-plits,8,7
21305,depleting,2,dIplitIN,de-plet-ing,dI-pli-tIN,9,8
21306,depletion,42,dIpliSn,de-ple-tion,dI-pli-Sn,9,7
21307,deplorable,48,dIpl$r@bl,de-plor-a-ble,dI-pl$-r@-bl,10,9
21308,deplorably,9,dIpl$r@blI,de-plor-a-bly,dI-pl$-r@-blI,10,10
21309,deplore,40,dIpl$r,de-plore,dI-pl$r,7,6
21313,deplored,55,dIpl$d,de-plored,dI-pl$d,8,6
21318,deplores,12,dIpl$z,de-plores,dI-pl$z,8,6
21319,deploring,21,dIpl$rIN,de-plor-ing,dI-pl$-rIN,9,8
21320,deploy,48,dIplOI,de-ploy,dI-plOI,6,6
21324,deployed,135,dIplOId,de-ployed,dI-plOId,8,7
21329,deploying,18,dIplOIIN,de-ploy-ing,dI-plOI-IN,9,8
21330,deployment,92,dIplOIm@nt,de-ploy-ment,dI-plOI-m@nt,10,10
21331,deployments,4,dIplOIm@nts,de-ploy-ments,dI-plOI-m@nts,11,11
21332,deploys,2,dIplOIz,de-ploys,dI-plOIz,7,7
21333,depopulated,10,dipQptSUleItId,de-pop-u-lat-ed,di-pQ-ptSU-leI-tId,11,14
21338,depopulation,7,dipQptSUleISn,de-pop-u-la-tion,di-pQ-ptSU-leI-Sn,12,13
21339,deport,16,dIp$t,de-port,dI-p$t,6,5
21343,deportation,17,dip$teISn,de-por-ta-tion,di-p$-teI-Sn,11,9
21344,deportations,2,dip$teISnz,de-por-ta-tions,di-p$-teI-Snz,12,10
21345,deported,35,dIp$tId,de-port-ed,dI-p$-tId,8,7
21350,deportees,3,dip$tiz,de-por-tees,di-p$-tiz,9,7
21351,deporting,5,dIp$tIN,de-port-ing,dI-p$-tIN,9,7
21352,deportment,9,dIp$tm@nt,de-port-ment,dI-p$t-m@nt,10,9
21353,depose,4,dIp@Uz,de-pose,dI-p@Uz,6,6
21357,deposed,15,dIp@Uzd,de-posed,dI-p@Uzd,7,7
21362,deposing,2,dIp@UzIN,de-pos-ing,dI-p@U-zIN,8,8
21363,deposit,314,dIpQzIt,de-pos-it,dI-pQ-zIt,7,7
21368,deposited,95,dIpQzItId,de-pos-it-ed,dI-pQ-zI-tId,9,9
21373,depositing,19,dIpQzItIN,de-pos-it-ing,dI-pQ-zI-tIN,10,9
21374,deposition,26,dEp@zISn,dep-o-si-tion,dE-p@-zI-Sn,10,8
21375,depositions,9,dEp@zISnz,dep-o-si-tions,dE-p@-zI-Snz,11,9
21376,depositor,2,dIpQzIt@r,de-pos-i-tor,dI-pQ-zI-t@r,9,9
21377,depositors,9,dIpQzIt@z,de-pos-i-tors,dI-pQ-zI-t@z,10,9
21378,depository,5,dIpQzIt@rI,de-pos-i-to-ry,dI-pQ-zI-t@-rI,10,10
21379,deposits,214,dIpQzIts,de-pos-its,dI-pQ-zIts,8,8
21381,depot,63,dEp@U,de-pot,dE-p@U,5,5
21382,depots,12,dEp@Uz,de-pots,dE-p@Uz,6,6
21383,depravation,1,dEpr@veISn,dep-ra-va-tion,dE-pr@-veI-Sn,11,10
21384,deprave,4,dIpreIv,de-prave,dI-preIv,7,7
21388,depraved,35,dIpreIvd,de-praved,dI-preIvd,8,8
21393,depraves,1,dIpreIvz,de-praves,dI-preIvz,8,8
21394,depraving,1,dIpreIvIN,de-prav-ing,dI-preI-vIN,9,9
21395,depravities,1,dIpr{v@tIz,de-prav-i-ties,dI-pr{-v@-tIz,11,10
21396,depravity,26,dIpr{v@tI,de-prav-i-ty,dI-pr{-v@-tI,9,9
21397,deprecate,4,dEprIkeIt,dep-re-cate,dE-prI-keIt,9,9
21401,deprecating,12,dEprIkeItIN,dep-re-cat-ing,dE-prI-keI-tIN,11,11
21402,deprecatingly,8,dEprIkeItINlI,dep-re-cat-ing-ly,dE-prI-keI-tIN-lI,13,13
21403,deprecation,2,dEprIkeISn,dep-re-ca-tion,dE-prI-keI-Sn,11,10
21404,deprecatory,3,dEprIk@t@rI,dep-re-ca-to-ry,dE-prI-k@-t@-rI,11,11
21405,depreciate,4,dIpriSIeIt,de-pre-ci-ate,dI-pri-SI-eIt,10,10
21409,depreciated,5,dIpriSIeItId,de-pre-ci-at-ed,dI-pri-SI-eI-tId,11,12
21414,depreciates,1,dIpriSIeIts,de-pre-ci-ates,dI-pri-SI-eIts,11,11
21415,depreciating,4,dIpriSIeItIN,de-pre-ci-at-ing,dI-pri-SI-eI-tIN,12,12
21416,depreciation,22,dIpriSIeISn,de-pre-ci-a-tion,dI-pri-SI-eI-Sn,12,11
21417,depredation,2,dEprIdeISn,dep-re-da-tion,dE-prI-deI-Sn,11,10
21418,depredations,8,dEprIdeISnz,dep-re-da-tions,dE-prI-deI-Snz,12,11
21419,depress,32,dIprEs,de-press,dI-prEs,7,6
21423,depressed,359,dIprEst,de-pressed,dI-prEst,9,7
21429,depresses,9,dIprEsIz,de-press-es,dI-prE-sIz,9,8
21430,depressing,166,dIprEsIN,de-press-ing,dI-prE-sIN,10,8
21432,depressingly,27,dIprEsINlI,de-press-ing-ly,dI-prE-sIN-lI,12,10
21433,depression,422,dIprESn,de-pres-sion,dI-prE-Sn,10,7
21434,depressions,27,dIprESnz,de-pres-sions,dI-prE-Snz,11,8
21435,depressive,35,dIprEsIv,de-pres-sive,dI-prE-sIv,10,8
21437,depressives,3,dIprEsIvz,de-pres-sives,dI-prE-sIvz,11,9
